duration,director_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,facenumber_in_poster,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes,other_actors_facebook_likes,imdb_binned_score,critic_review_ratio,content_rating_G,content_rating_GP,content_rating_M,content_rating_NC-17,content_rating_Not Rated,content_rating_PG,content_rating_PG-13,content_rating_Passed,content_rating_R,content_rating_TV-14,content_rating_TV-G,content_rating_TV-PG,content_rating_Unrated,content_rating_X
132.0,503.0,45000.0,30306268.0,62981,0.0,50000000.0,1995.0,6.3,1.85,0,13282.0,3,0.7261904761904762,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131.0,73.0,879.0,27667947.0,86374,0.0,50000000.0,2007.0,6.2,2.35,3000,347.0,3,0.5331632653061225,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95.0,0.0,13000.0,27067160.0,18404,1.0,50000000.0,1999.0,5.9,1.85,0,882.0,2,0.66,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125.0,487.0,430.0,26616999.0,92461,3.0,40000000.0,2013.0,5.9,2.35,43000,530.0,2,0.8587896253602305,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98.0,323.0,933.0,26536120.0,49926,0.0,50000000.0,2003.0,6.5,2.35,0,1142.0,3,0.458041958041958,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110.0,16000.0,16000.0,26199517.0,34356,1.0,50000000.0,2002.0,6.4,2.35,705,1581.0,3,0.5615384615384615,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118.0,670.0,6000.0,25450527.0,80196,0.0,50000000.0,2009.0,6.5,2.35,0,744.0,3,1.2894736842105263,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101.0,0.0,12000.0,25407250.0,54021,0.0,50000000.0,1996.0,5.7,2.35,0,1662.0,2,0.4581497797356828,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90.0,663.0,14000.0,23159305.0,128455,1.0,70000000.0,1999.0,8.0,2.35,0,1152.0,3,0.3151750972762646,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119.0,0.0,13000.0,24006726.0,139535,8.0,50000000.0,2004.0,7.3,2.35,0,1639.0,3,0.4098101265822785,0,0,0,0,0,0,0,0,1,0,0,0,0,0
139.0,378.0,11000.0,20389967.0,3077,1.0,50000000.0,2016.0,6.7,1.85,10000,855.0,3,1.6808510638297873,0,0,0,0,0,0,0,0,1,0,0,0,0,0
130.0,317.0,18000.0,19593740.0,88270,0.0,50000000.0,2003.0,7.5,2.35,0,14256.0,3,0.3357142857142857,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100.0,65.0,1000.0,19118247.0,19829,5.0,40000000.0,2005.0,5.4,2.35,779,1653.0,2,0.6276595744680851,0,0,0,0,0,0,1,0,0,0,0,0,0,0
114.0,174.0,14000.0,26442251.0,76010,2.0,50000000.0,2015.0,6.6,2.35,15000,1643.0,3,1.1512195121951219,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96.0,0.0,10000.0,17114882.0,189249,1.0,25000000.0,2007.0,7.7,1.85,0,6509.0,3,0.8944723618090452,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110.0,134.0,23000.0,18472363.0,63599,3.0,50000000.0,2005.0,5.8,2.35,0,1795.0,2,0.5769230769230769,0,0,0,0,0,0,1,0,0,0,0,0,0,0
158.0,0.0,51.0,14131298.0,55889,0.0,390000000.0,1999.0,6.4,2.35,0,55.0,3,0.2846153846153846,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102.0,234.0,20000.0,21557240.0,85237,3.0,49900000.0,2011.0,5.6,2.35,18000,22000.0,2,0.7591240875912408,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84.0,260.0,6000.0,21283440.0,46239,0.0,55000000.0,2011.0,6.0,2.35,0,1386.0,2,1.27007299270073,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115.0,333.0,972.0,10556196.0,16562,2.0,50000000.0,1997.0,6.2,2.35,697,1030.0,3,0.8082191780821918,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99.0,32.0,1000.0,16671505.0,33186,1.0,50000000.0,1994.0,5.9,1.85,0,1098.0,2,0.28205128205128205,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135.0,596.0,10000.0,10400000.0,12037,1.0,50000000.0,1995.0,5.1,2.35,943,5000.0,2,0.37777777777777777,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108.0,218.0,6000.0,9528092.0,38513,2.0,22000000.0,2010.0,6.8,2.35,9000,3405.0,3,1.68503937007874,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127.0,12000.0,984.0,10137232.0,58015,0.0,50000000.0,2005.0,6.0,2.35,0,1837.0,2,0.49732620320855614,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107.0,607.0,2000.0,9795017.0,9227,0.0,50000000.0,1995.0,5.1,1.85,422,1581.0,2,0.7142857142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95.0,83.0,18000.0,20488579.0,113483,1.0,50000000.0,2009.0,5.8,1.85,0,9000.0,2,0.7346938775510204,0,0,0,0,0,0,0,0,1,0,0,0,0,0
124.0,98.0,1000.0,19445217.0,67796,7.0,60000000.0,2013.0,6.2,2.35,14000,1444.0,3,0.8953488372093024,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109.0,0.0,49000.0,8355815.0,34730,2.0,55000000.0,2002.0,6.4,1.85,0,1620.0,3,0.30791788856304986,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102.0,0.0,14000.0,28837115.0,34964,4.0,50000000.0,2016.0,4.8,2.35,28000,9000.0,2,1.5066666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88.0,5.0,11000.0,6471394.0,15880,5.0,50000000.0,2004.0,4.9,2.35,288,725.0,2,0.8064516129032258,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87.0,0.0,2000.0,6291602.0,8070,0.0,50000000.0,2000.0,5.6,1.85,255,1193.0,2,0.9010989010989011,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104.0,71.0,12000.0,10706786.0,81800,1.0,50000000.0,2011.0,5.5,1.85,15000,2982.0,2,1.4028436018957346,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96.0,43.0,841.0,8742261.0,19824,2.0,18000000.0,2009.0,3.7,2.35,0,419.0,1,0.5754189944134078,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85.0,70.0,26000.0,43905746.0,77684,1.0,49000000.0,2001.0,5.9,2.35,0,5848.0,2,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104.0,212.0,879.0,21413502.0,14429,5.0,40000000.0,1990.0,6.3,2.35,2000,940.0,3,0.4247787610619469,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135.0,628.0,22000.0,7994115.0,90932,2.0,20000000.0,2009.0,7.4,2.35,21000,1712.0,3,0.9330143540669856,0,0,0,0,0,0,0,0,1,0,0,0,0,0
190.0,0.0,599.0,124107476.0,170684,0.0,48000000.0,2000.0,7.6,1.85,0,614.0,3,0.25720876585928487,0,0,0,0,0,0,0,0,1,0,0,0,0,0
127.0,14000.0,11000.0,197171806.0,515306,5.0,48000000.0,1989.0,8.3,2.35,0,1284.0,4,0.31236897274633124,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129.0,456.0,2000.0,12802907.0,70886,1.0,20000000.0,2012.0,6.6,2.35,36000,35.0,3,1.4336283185840708,0,0,0,0,0,0,0,0,1,0,0,0,0,0
120.0,662.0,20000.0,31569268.0,172965,0.0,49000000.0,2015.0,6.9,2.35,67000,2502.0,3,0.5917065390749602,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118.0,176.0,18000.0,66488090.0,120202,2.0,48000000.0,1999.0,6.7,2.35,0,11308.0,3,0.1889168765743073,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112.0,21000.0,17000.0,95308367.0,206104,0.0,48000000.0,2002.0,6.8,2.35,0,561.0,3,0.2741176470588235,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89.0,42.0,598.0,26005908.0,1263,0.0,1500000.0,2006.0,4.6,1.78,352,790.0,2,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114.0,737.0,2000.0,60652036.0,137854,1.0,48000000.0,1999.0,7.1,2.35,3000,883.0,3,0.26785714285714285,0,0,0,0,0,0,0,0,1,0,0,0,0,0
137.0,79.0,27000.0,1206135.0,40568,3.0,50000000.0,2015.0,6.4,2.35,18000,448.0,3,0.9297297297297298,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112.0,109.0,779.0,56607223.0,93367,8.0,48000000.0,2001.0,6.4,2.35,0,890.0,3,0.20724346076458752,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120.0,34.0,18000.0,50173190.0,148490,1.0,48000000.0,2001.0,7.4,2.35,0,13000.0,3,0.260707635009311,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123.0,446.0,20000.0,47095453.0,64595,1.0,48000000.0,2001.0,6.4,1.85,0,1821.0,3,0.39556962025316456,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93.0,11000.0,3000.0,37879996.0,81888,2.0,48000000.0,2000.0,6.0,2.35,0,1059.0,2,0.4921259842519685,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123.0,0.0,12000.0,25900000.0,12771,1.0,58000000.0,1984.0,6.5,1.85,828,5886.0,3,0.42857142857142855,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122.0,446.0,23000.0,53574088.0,237872,1.0,55000000.0,2007.0,7.8,2.35,0,8600.0,3,0.5267857142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115.0,118.0,14000.0,89253340.0,133436,0.0,48000000.0,2014.0,6.0,2.35,38000,1276.0,2,0.6873065015479877,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123.0,0.0,3000.0,37339525.0,71708,1.0,48000000.0,1998.0,7.0,1.85,0,768.0,3,0.5146579804560261,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96.0,0.0,2000.0,60154431.0,122347,1.0,47000000.0,1996.0,6.0,2.35,0,1302.0,2,0.20869565217391303,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110.0,375.0,113.0,528972.0,5639,0.0,20000000.0,1998.0,7.8,2.35,522,161.0,3,0.6181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105.0,631.0,678.0,103738726.0,47819,1.0,100000000.0,1990.0,6.1,1.85,2000,958.0,3,0.43902439024390244,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113.0,323.0,1000.0,69304264.0,73068,0.0,48000000.0,1999.0,6.8,2.35,0,1812.0,3,0.3627684964200477,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132.0,545.0,919.0,29781453.0,22447,1.0,48000000.0,2001.0,6.4,1.85,0,1618.0,3,0.4238095238095238,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93.0,270.0,13000.0,26005908.0,172489,1.0,14000000.0,1982.0,7.7,2.35,0,1489.0,3,0.38563829787234044,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115.0,0.0,29.0,26005908.0,54057,0.0,1000000.0,1972.0,8.1,2.35,0,41.0,4,0.6101694915254238,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75.0,0.0,4000.0,15519841.0,8693,3.0,47000000.0,2006.0,4.5,1.85,261,1446.0,2,1.3098591549295775,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108.0,350.0,8000.0,5600000.0,11913,1.0,47000000.0,1996.0,5.8,1.85,616,192.0,2,0.4742268041237113,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105.0,29.0,8000.0,126805112.0,98199,1.0,46000000.0,1997.0,6.3,2.35,0,1692.0,3,0.4970414201183432,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102.0,148.0,8000.0,93607673.0,47573,4.0,48000000.0,2001.0,5.7,2.35,881,1108.0,2,0.4139941690962099,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118.0,22000.0,14000.0,67263182.0,218771,0.0,46000000.0,2002.0,7.2,2.35,0,828.0,3,0.28417818740399386,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111.0,906.0,1000.0,92001027.0,97838,2.0,45000000.0,1996.0,7.6,2.35,3000,1906.0,3,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81.0,39.0,13000.0,10539414.0,45729,1.0,47000000.0,2010.0,4.7,2.35,0,905.0,2,1.0113636363636365,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116.0,380.0,18000.0,58918501.0,40126,1.0,46000000.0,1996.0,6.6,1.85,975,13826.0,3,0.6074766355140186,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86.0,293.0,509.0,181395380.0,220392,1.0,45000000.0,1997.0,6.8,1.85,0,673.0,3,0.3004115226337449,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140.0,92.0,1000.0,26005908.0,491,1.0,48000000.0,1981.0,2.7,2.35,115,1145.0,1,0.625,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91.0,32.0,924.0,130512915.0,60884,2.0,45000000.0,1994.0,4.8,1.33,0,1292.0,2,0.4117647058823529,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98.0,118.0,14000.0,139852971.0,238671,0.0,45000000.0,2012.0,6.3,2.35,63000,1493.0,3,0.7765726681127982,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84.0,119.0,807.0,110000082.0,111526,7.0,48000000.0,2003.0,5.5,1.85,0,1530.0,2,0.43515850144092216,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109.0,80.0,545.0,106807667.0,137377,1.0,45000000.0,2000.0,6.2,1.85,0,550.0,3,0.3783783783783784,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93.0,40.0,14000.0,101702060.0,85323,0.0,45000000.0,2008.0,5.8,1.85,0,3311.0,2,0.9481132075471698,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113.0,0.0,11000.0,95149435.0,53687,2.0,40000000.0,2004.0,5.7,1.85,1000,1995.0,2,0.506578947368421,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141.0,79.0,18000.0,100768056.0,59569,0.0,45000000.0,1993.0,6.5,2.35,0,8956.0,3,0.48314606741573035,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119.0,541.0,821.0,92115211.0,45798,3.0,45000000.0,1994.0,6.7,2.35,1000,1128.0,3,0.4148936170212766,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97.0,0.0,11000.0,93452056.0,184795,1.0,45000000.0,2007.0,7.4,1.85,22000,2760.0,3,0.667741935483871,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117.0,176.0,11000.0,83287363.0,81442,1.0,45000000.0,1992.0,6.9,2.35,0,838.0,3,0.34306569343065696,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101.0,126.0,3000.0,82931301.0,43358,0.0,60000000.0,2005.0,5.5,2.35,0,1535.0,2,0.5789473684210527,0,0,0,0,0,0,1,0,0,0,0,0,0,0
153.0,777.0,20000.0,60962878.0,383591,2.0,46000000.0,2013.0,8.1,1.85,86000,16000.0,4,0.7322580645161291,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122.0,845.0,18000.0,76261036.0,305929,2.0,45000000.0,2001.0,7.7,2.35,0,1735.0,3,0.1721958925750395,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102.0,23.0,25000.0,71423726.0,123558,3.0,45000000.0,1999.0,7.3,2.35,19000,1160.0,3,0.3497536945812808,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83.0,322.0,1000.0,71277420.0,119590,7.0,45000000.0,2001.0,5.2,1.85,0,601.0,2,0.23175182481751824,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103.0,33.0,970.0,88625922.0,75176,3.0,45000000.0,2011.0,7.1,1.85,26000,175.0,3,1.5793650793650793,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110.0,45.0,886.0,70001065.0,191437,1.0,45000000.0,1998.0,7.1,2.35,0,1245.0,3,0.3161512027491409,0,0,0,0,0,0,0,0,1,0,0,0,0,0
136.0,49.0,17000.0,67253092.0,92702,0.0,30000000.0,2005.0,7.2,2.35,0,1537.0,3,0.6076555023923444,0,0,0,0,0,0,1,0,0,0,0,0,0,0
91.0,50.0,521.0,66790248.0,57281,0.0,45000000.0,2002.0,6.5,2.35,0,175.0,3,0.47714285714285715,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89.0,49.0,2000.0,65557989.0,73539,0.0,45000000.0,1997.0,4.6,2.35,0,1416.0,2,0.43911439114391143,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107.0,18.0,811.0,60786269.0,90539,5.0,45000000.0,2000.0,5.6,2.35,0,1185.0,2,0.40897097625329815,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129.0,628.0,14000.0,59365105.0,318634,9.0,45000000.0,2003.0,7.7,2.35,52000,14548.0,3,0.21713147410358566,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95.0,487.0,18000.0,162792677.0,211226,0.0,120000000.0,1998.0,7.2,2.35,0,2000.0,3,0.36908517350157727,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122.0,117.0,40000.0,31598308.0,124765,1.0,35000000.0,2001.0,6.8,2.35,0,1140.0,3,0.3844731977818854,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110.0,49.0,13000.0,57362581.0,50148,2.0,45000000.0,1994.0,5.4,1.85,0,299.0,2,0.3275862068965517,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135.0,41.0,982.0,53854588.0,37911,0.0,45000000.0,1996.0,6.3,2.35,1000,1651.0,3,0.6575342465753424,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111.0,5.0,6000.0,26005908.0,5888,0.0,2500000.0,1968.0,7.2,1.85,0,1143.0,3,0.13114754098360656,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95.0,58.0,14000.0,52580895.0,30255,1.0,45000000.0,2005.0,5.6,2.35,743,11000.0,2,0.7966101694915254,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109.0,37.0,11000.0,51019112.0,155745,0.0,50000000.0,2005.0,6.8,2.35,10000,2651.0,3,0.2621082621082621,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93.0,38.0,1000.0,48114556.0,9380,1.0,26000000.0,2004.0,4.3,2.35,531,1272.0,2,0.6483516483516484,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94.0,85.0,14000.0,50648679.0,149549,1.0,45000000.0,2007.0,6.3,2.35,0,1149.0,3,0.6206896551724138,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117.0,153.0,35000.0,46280507.0,87165,0.0,40000000.0,2014.0,6.5,1.85,12000,11734.0,3,0.9402173913043478,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112.0,61.0,1000.0,38360195.0,21215,1.0,45000000.0,2006.0,6.4,2.35,0,1477.0,3,0.853448275862069,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111.0,161.0,11000.0,46815748.0,32544,1.0,45000000.0,1994.0,6.3,2.35,0,1026.0,3,0.6086956521739131,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96.0,0.0,1000.0,35617599.0,20688,1.0,45000000.0,1995.0,5.9,1.85,0,1408.0,2,0.5319148936170213,0,0,0,0,0,1,0,0,0,0,0,0,0,0
141.0,0.0,749.0,47307550.0,104301,4.0,45000000.0,2012.0,6.5,2.35,28000,867.0,3,1.2602230483271375,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94.0,160.0,550.0,32003620.0,79141,1.0,25000000.0,2004.0,6.5,2.35,2000,383.0,3,0.35774647887323946,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87.0,29.0,427.0,27972410.0,114692,1.0,35000000.0,2003.0,6.1,1.85,2000,556.0,3,0.4280701754385965,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88.0,8.0,12000.0,28133159.0,30055,1.0,50000000.0,2006.0,5.9,1.85,593,19000.0,2,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
177.0,0.0,913.0,27400000.0,97087,3.0,40000000.0,1984.0,6.6,2.35,11000,564.0,3,0.2530755711775044,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133.0,278.0,5000.0,24343673.0,91860,0.0,45000000.0,2007.0,7.4,2.35,14000,224.0,3,0.29770992366412213,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119.0,0.0,29000.0,22877808.0,152591,0.0,35000000.0,2008.0,7.3,2.35,0,24000.0,3,0.7801932367149759,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102.0,503.0,13000.0,36883539.0,112769,2.0,52000000.0,2006.0,6.6,2.35,0,1724.0,3,0.6524590163934426,0,0,0,0,0,0,1,0,0,0,0,0,0,0
101.0,326.0,14000.0,22531698.0,81523,0.0,70000000.0,2008.0,5.6,2.35,0,1354.0,2,0.7663551401869159,0,0,0,0,0,0,1,0,0,0,0,0,0,0
91.0,29.0,2000.0,20400913.0,15455,1.0,45000000.0,1996.0,5.3,1.85,451,783.0,2,0.4875,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117.0,11000.0,905.0,20101861.0,24757,0.0,45000000.0,1996.0,6.0,2.35,0,935.0,2,0.5308641975308642,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86.0,13.0,1000.0,25200412.0,16580,3.0,45000000.0,2009.0,5.4,1.85,916,1254.0,2,1.490909090909091,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124.0,0.0,723.0,19719930.0,42621,0.0,45000000.0,2001.0,6.8,2.35,0,63.0,3,0.2824858757062147,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134.0,38.0,11000.0,19377727.0,35140,3.0,45000000.0,2005.0,6.4,2.35,0,10000.0,3,0.41075794621026895,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95.0,38.0,409.0,13401683.0,203461,0.0,35000000.0,2012.0,7.1,2.35,46000,127.0,3,0.7346938775510204,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100.0,23.0,1000.0,17300889.0,27648,0.0,45000000.0,1996.0,4.9,2.35,0,1221.0,2,0.40540540540540543,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220.0,0.0,13000.0,15527125.0,11388,2.0,57000000.0,2000.0,5.8,2.35,652,1681.0,2,0.4644808743169399,0,0,0,0,0,0,1,0,0,0,0,0,0,0
212.0,0.0,12000.0,13560960.0,23996,0.0,50000000.0,1995.0,7.1,2.35,915,5805.0,3,0.515527950310559,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128.0,2000.0,854.0,15523168.0,132423,2.0,45000000.0,2010.0,7.2,2.35,15000,1267.0,3,0.9828080229226361,0,0,0,0,0,0,1,0,0,0,0,0,0,0
106.0,208.0,3000.0,11146409.0,26551,0.0,45000000.0,1998.0,6.0,2.35,0,1855.0,2,0.3882783882783883,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160.0,0.0,23000.0,7916887.0,15697,0.0,45000000.0,2008.0,6.0,2.35,0,1826.0,2,0.8681318681318682,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114.0,611.0,879.0,6565495.0,36455,2.0,45000000.0,2006.0,7.0,2.35,0,62.0,3,0.8253275109170306,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99.0,15.0,12000.0,15279680.0,48245,1.0,40000000.0,2008.0,5.4,1.85,0,129.0,2,0.8116883116883117,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74.0,188.0,11000.0,7262288.0,17307,2.0,40000000.0,2002.0,6.5,1.85,892,1865.0,3,0.46774193548387094,0,0,0,0,0,0,1,0,0,0,0,0,0,0
139.0,179.0,267.0,4584886.0,19114,0.0,45000000.0,2007.0,6.4,2.35,0,252.0,3,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103.0,170.0,849.0,2154540.0,3803,2.0,45000000.0,1997.0,4.9,2.35,68,892.0,2,0.5853658536585366,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101.0,32.0,219.0,8129455.0,89568,1.0,45000000.0,2011.0,6.3,2.35,17000,245.0,3,1.0704225352112675,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91.0,11.0,719.0,26005908.0,4377,0.0,65000000.0,2012.0,1.7,2.35,0,1111.0,1,0.18181818181818182,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130.0,0.0,1000.0,136019448.0,452465,1.0,44500000.0,2012.0,7.7,2.35,89000,1310.0,3,0.943884892086331,0,0,0,0,0,0,0,0,1,0,0,0,0,0
130.0,99.0,11000.0,183875760.0,213668,1.0,44000000.0,1993.0,7.8,1.85,0,1812.0,3,0.44074074074074077,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110.0,72.0,18000.0,67061228.0,96565,1.0,40000000.0,2010.0,5.5,2.35,0,1789.0,2,1.1925925925925926,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147.0,272.0,22000.0,53300852.0,154487,3.0,44000000.0,1996.0,7.5,2.35,0,11893.0,3,0.28185328185328185,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96.0,170.0,13000.0,150415432.0,117606,0.0,44000000.0,1985.0,6.4,2.35,0,1406.0,3,0.4423963133640553,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118.0,13.0,23000.0,44834712.0,13995,1.0,44000000.0,1996.0,5.6,2.35,353,2643.0,2,0.45161290322580644,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88.0,3.0,1000.0,84300000.0,90360,0.0,2600000.0,1940.0,7.5,1.37,0,88.0,3,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.0,517.0,12000.0,1500000.0,9830,0.0,44000000.0,1980.0,6.8,2.35,1000,1527.0,3,0.5396825396825397,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102.0,235.0,956.0,62318875.0,156225,1.0,50000000.0,2006.0,6.8,2.35,0,1365.0,3,0.4103585657370518,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110.0,118.0,11000.0,5773519.0,28618,2.0,40000000.0,2015.0,6.0,2.35,11000,1287.0,2,1.7472527472527473,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136.0,835.0,670.0,51768623.0,73006,1.0,43000000.0,2000.0,7.3,2.35,0,595.0,3,0.4612794612794613,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103.0,84.0,12000.0,37035515.0,34597,1.0,43000000.0,2000.0,6.0,1.37,0,10664.0,2,0.5979381443298969,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103.0,255.0,11000.0,24520892.0,85198,1.0,45000000.0,2005.0,7.0,2.35,0,10000.0,3,0.5841584158415841,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90.0,16.0,44.0,24430272.0,46158,3.0,43000000.0,2002.0,5.1,1.85,0,44.0,2,0.2456575682382134,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154.0,521.0,10000.0,158348400.0,88844,0.0,42000000.0,1993.0,6.8,1.85,0,1957.0,3,0.39436619718309857,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99.0,23.0,405.0,31136950.0,47364,1.0,44000000.0,2010.0,6.5,2.35,0,403.0,3,1.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93.0,165.0,26000.0,29113588.0,117999,0.0,40000000.0,2011.0,6.6,2.35,16000,1306.0,3,1.3922651933701657,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109.0,97.0,17000.0,138447667.0,408302,2.0,42000000.0,2012.0,7.2,2.35,39000,1810.0,3,1.0869565217391304,0,0,0,0,0,0,0,0,1,0,0,0,0,0
124.0,50.0,8000.0,116006080.0,203269,1.0,42000000.0,1999.0,7.0,2.35,11000,864.0,3,0.24916943521594684,0,0,0,0,0,0,1,0,0,0,0,0,0,0
